AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,REG_FEE,COMMIS,SALES_PRICE,Area
T Nagar,1749,118,1.0,1.0,4,0,18-02-1979,374829,152274,11713410,13
Anna Nagar,1585,188,1.0,1.0,4,0,30-11-1995,469335,104297,17382790,4
T Nagar,1962,180,2.0,1.0,5,2,10-07-1977,412438,222082,15862990,13
KK Nagar,1425,106,2.0,1.0,4,0,15-06-1995,303705,69418,8677280,9
Karapakkam,884,11,1.0,1.0,2,2,07-02-1984,323018,132520,8282500,12
Chrompet,1052,159,1.0,1.0,3,0,24-06-2004,261582,103048,7926740,7
T Nagar,1756,12,1.0,1.0,4,0,20-12-1983,483743,133029,12093570,13
Karapakkam,523,148,1.0,1.0,2,2,10-09-1973,295600,118240,7390000,12
Velachery,1524,33,2.0,1.0,4,2,05-07-1988,431078,187906,11053290,15
T Nagar,1949,137,2.0,1.0,5,2,25-09-1970,448413,216974,14464930,13
Chrompet,1263,61,2.0,1.0,4,0,02-12-1988,276562,127644,10637010,7
KK Nagar,1917,106,3.0,2.0,5,2,30-07-1991,342425,276149,11045960,9
KK Nagar,1401,100,2.0,1.0,4,0,05-02-1989,370510,148204,7410200,9
Chrompet,723,8,1.0,1.0,2,0,29-01-1998,242084,77813,8645860,7
T Nagar,1660,156,1.0,1.0,4,0,25-09-1971,551420,249028,17787740,13
Chrompet,895,191,1.0,1.0,3,2,16-01-2007,255443,93662,8514750,7
Anna Nagar,1889,160,2.0,1.0,5,2,16-05-1964,387549,83046,13841050,4
Chrompet,1199,187,1.0,1.0,3,0,30-10-1985,229015,27482,9160580,7
Karapakkam,782,95,1.0,1.0,2,2,29-01-1998,319575,132507,7794500,12
Anna Nagar,1571,124,1.0,1.0,4,2,28-08-1987,388396,64733,12946530,4
KK Nagar,1848,178,3.0,2.0,5,2,13-05-1987,540032,381199,15883280,9
Chrompet,1131,64,1.0,1.0,3,2,02-11-1990,292600,121076,10089670,7
Karapakkam,1062,15,1.0,1.0,3,2,14-02-1991,170744,112051,5335750,12
KK Nagar,1983,148,3.0,2.0,5,2,03-06-1986,485075,254664,12126880,9
Velachery,1572,1,2.0,1.0,4,0,19-08-1987,285791,65324,8165450,15
Anna Nagar,1535,149,1.0,1.0,4,0,11-08-1975,298603,206725,11484740,4
T Nagar,1818,193,2.0,1.0,5,2,25-05-1975,682767,154173,22024740,13
KK Nagar,1484,54,2.0,1.0,4,2,15-04-1984,302902,224733,9771020,9
KK Nagar,2189,60,3.0,2.0,5,0,20-10-1994,470803,253509,12071880,9
Chrompet,1203,171,2.0,1.0,4,0,29-12-1997,426543,219734,12925550,7
KK Nagar,1610,140,2.0,1.0,4,2,13-12-1985,677049,292362,15387480,9
Adyar,863,26,1.0,1.0,3,2,15-02-2003,199110,59733,6637005,0
Karapakkam,985,61,1.0,1.0,3,0,28-05-1991,238300,59575,7446875,12
Karapakkam,1623,47,2.0,2.0,4,0,28-03-1974,489657,291463,11658500,12
Adyar,1019,153,1.0,1.0,3,0,12-07-1981,213230,26654,6663435,0
Karapakkam,1575,4,2.0,2.0,4,2,04-07-2001,455136,227568,9894250,12
Chrompet,802,161,1.0,1.0,3,0,11-07-1998,262960,47811,7968490,7
T Nagar,1846,190,2.0,1.0,5,0,02-07-1973,446535,173653,12403760,13
Chrompet,759,131,1.0,1.0,2,0,17-01-1996,252628,57045,8149280,7
KK Nagar,2060,159,3.0,2.0,5,0,01-12-1981,704554,352277,16012600,9
KK Nagar,1503,183,2.0,1.0,4,2,25-03-1993,478205,244663,11121040,9
Velachery,1853,17,3.0,2.0,5,2,05-04-1961,302791,75698,9462230,15
T Nagar,1739,16,1.0,1.0,4,2,01-12-1975,675760,286686,20477590,13
Karapakkam,766,38,1.0,1.0,2,2,22-06-1960,271421,105066,8755500,12
Chrompet,857,27,1.0,1.0,3,2,29-07-1981,279562,127074,8471590,7
T Nagar,1887,108,2.0,1.0,5,0,11-05-1974,325601,234433,13024030,13
Karapakkam,1502,98,2.0,2.0,4,0,14-09-2004,361471,147875,8215250,12
Velachery,1568,109,2.0,1.0,4,0,22-01-1979,235388,114513,6361850,15
Chrompet,918,190,1.0,1.0,3,0,28-03-1985,327879,32788,10929300,7
Adyar,1289,70,2.0,2.0,4,0,29-01-1969,512208,87807,14634500,0
KK Nagar,1941,34,3.0,2.0,5,0,26-08-1990,550279,220112,12228420,9
Velachery,1730,146,2.0,1.0,4,2,15-03-1983,409282,157416,10494410,15
Velachery,1513,128,2.0,1.0,4,2,01-06-1977,494026,86454,12350640,15
Velachery,1762,142,2.0,1.0,4,2,26-05-1982,308417,63498,9071080,15
Anna Nagar,1970,65,2.0,1.0,5,2,19-08-1979,361076,112058,12450910,4
Velachery,1702,129,2.0,1.0,4,0,12-01-1965,476800,207836,12225650,15
Velachery,1726,19,2.0,1.0,4,0,06-01-1983,217748,122484,6804640,15
Chrompet,1243,164,2.0,1.0,4,2,09-07-2004,433864,108466,15495150,7
Velachery,1550,53,2.0,1.0,4,2,20-07-1990,435984,236677,12456680,15
KK Nagar,1830,123,3.0,2.0,5,2,27-02-1996,636179,342558,16312280,9
Karapakkam,1435,76,2.0,2.0,4,2,25-04-1978,341364,195065,9753250,12
Velachery,1729,105,2.0,1.0,4,2,20-02-2005,350782,116927,10629750,15
T Nagar,1572,113,1.0,1.0,4,2,17-02-1989,807919,207159,20715860,13
Chrompet,1145,74,1.0,1.0,3,2,21-02-1995,386024,185864,14297200,7
Chrompet,1043,143,1.0,1.0,3,2,13-11-1984,224570,66539,8317410,7
Karapakkam,1332,137,1.0,1.0,3,0,31-07-1965,346983,140446,8261500,12
Karapakkam,608,41,1.0,1.0,2,2,11-10-1996,229631,99300,6206250,12
Adyar,676,67,1.0,1.0,2,2,18-04-1980,319218,16801,8400465,0
Velachery,1685,175,2.0,1.0,4,2,26-01-1974,355338,177669,11104320,15
Adyar,658,175,1.0,1.0,2,0,10-09-1968,237272,36503,6083885,0
Chrompet,1008,99,1.0,1.0,3,0,04-11-1975,247412,106034,8836160,7
Anna Nagar,1924,36,2.0,1.0,5,0,01-02-1979,463081,95340,13620040,4
KK Nagar,2112,77,3.0,2.0,5,0,13-03-1996,804310,351886,16756460,9
Chrompet,917,177,1.0,1.0,3,2,23-11-1972,321029,95120,11889950,7
Karapakkam,1353,20,2.0,2.0,4,2,05-08-2002,291512,77165,8573875,12
Anna Nagar,1694,161,1.0,1.0,4,2,03-12-1990,548144,154605,14054970,4
Anna Nagar,1625,192,1.0,1.0,4,2,05-11-1964,696012,128213,18316110,4
Anna Nagar,1882,45,2.0,1.0,5,2,14-03-2008,590474,221428,14761860,4
T Nagar,1924,80,2.0,1.0,5,2,30-06-1990,575205,287602,22123260,13
Chrompet,894,89,1.0,1.0,3,0,27-10-1984,337354,97942,10882400,7
Karapakkam,904,82,1.0,1.0,3,2,19-12-1971,260794,89219,6863000,12
Adyar,1279,190,2.0,2.0,4,0,11-10-1976,362338,137101,9792910,0
Velachery,1547,23,2.0,1.0,4,0,23-02-1965,343080,201812,10090590,15
Karapakkam,626,193,1.0,1.0,2,0,24-03-1985,248565,45655,5072750,12
T Nagar,1673,32,1.0,1.0,4,0,06-10-1970,389002,194501,12156320,13
Chrompet,1296,65,2.0,1.0,4,2,03-10-1999,354454,85928,10741020,7
KK Nagar,2194,73,3.0,2.0,5,0,27-10-2002,722637,201666,16805520,9
KK Nagar,1678,200,2.0,1.0,4,0,12-07-1995,475514,271722,13586120,9
Chrompet,702,190,1.0,1.0,2,2,12-03-1994,216575,136362,8021300,7
Adyar,1067,55,1.0,1.0,3,2,22-02-1981,270654,63683,7960405,0
Chrompet,980,90,1.0,1.0,3,2,14-03-1985,308031,189558,11847350,7
KK Nagar,1989,185,3.0,2.0,5,2,15-02-1989,407510,191770,11985600,9
Chrompet,1257,163,2.0,1.0,4,0,16-12-1979,413654,110308,13788450,7
Chrompet,1069,55,1.0,1.0,3,2,31-12-1993,302408,110883,10080280,7
Karapakkam,606,86,1.0,1.0,2,0,15-09-1998,262590,85342,6564750,12
Karapakkam,1449,49,2.0,2.0,4,2,16-05-1975,354460,203815,8861500,12
Karapakkam,1154,170,1.0,1.0,3,0,23-11-1997,236400,70920,7880000,12
Adyar,927,72,1.0,1.0,3,0,28-01-1978,469267,63414,12682895,0
Karapakkam,1613,151,2.0,2.0,4,2,20-12-1979,335598,183053,10169625,12
Velachery,1851,106,3.0,2.0,5,2,28-10-1953,442487,95673,11959100,15
Velachery,1511,128,2.0,1.0,4,0,28-01-1962,405284,166270,10391900,15
KK Nagar,1765,6,2.0,1.0,4,0,30-01-1983,345539,177439,9338880,9
Karapakkam,1238,63,1.0,1.0,3,2,20-06-1994,430531,283244,11329750,12
Chrompet,934,3,1.0,1.0,3,2,12-05-1991,211726,118567,8469050,7
Chrompet,754,92,1.0,1.0,2,2,09-06-1977,238880,107881,7705800,7
T Nagar,1736,60,1.0,1.0,4,2,27-02-2002,365487,182743,14057180,13
Chrompet,980,18,1.0,1.0,3,2,03-01-1974,284510,43108,8621500,7
Karapakkam,1299,114,1.0,1.0,3,0,26-06-1965,336186,177432,9338500,12
Karapakkam,849,118,1.0,1.0,2,0,16-01-1974,204080,90702,5668875,12
KK Nagar,1450,169,2.0,1.0,4,2,14-06-1989,431738,251011,10040420,9
T Nagar,1634,11,1.0,1.0,4,2,03-07-1982,432829,190954,12730270,13
Karapakkam,1320,57,1.0,1.0,3,2,26-10-2004,332145,177144,11071500,12
Chrompet,769,69,1.0,1.0,2,2,14-08-2004,203326,36308,7261650,7
Karapakkam,1150,32,1.0,1.0,3,2,28-12-1979,223424,69820,6982000,12
Chrompet,908,39,1.0,1.0,3,0,13-01-1971,188674,37735,7546960,7
Karapakkam,1668,141,2.0,2.0,4,2,08-09-2003,423166,218408,13650500,12
KK Nagar,1990,149,3.0,2.0,5,0,11-09-2002,351520,117173,10652120,9
Anna Nagar,1857,28,2.0,1.0,5,0,01-02-1978,454873,66893,13378610,4
KK Nagar,2061,115,3.0,2.0,5,2,03-08-1995,725167,397115,17265880,9
KK Nagar,1668,14,2.0,1.0,4,0,26-06-1997,492186,231026,10044620,9
KK Nagar,1444,198,2.0,1.0,4,0,10-04-1984,347841,173921,9153720,9
Chrompet,1121,106,1.0,1.0,3,2,09-09-1985,245417,54537,9089520,7
KK Nagar,1514,4,2.0,1.0,4,2,10-11-1985,326724,154286,9075660,9
Chrompet,1256,34,2.0,1.0,4,2,09-12-2004,318650,139409,9957800,7
Karapakkam,672,103,1.0,1.0,2,2,17-08-1990,232210,127716,5805250,12
Adyar,908,112,1.0,1.0,3,2,30-03-1971,405702,157046,13087155,0
Karapakkam,1631,22,2.0,2.0,4,2,02-10-1992,428444,149024,9314000,12
Adyar,1001,58,1.0,1.0,3,2,09-02-1972,410816,126405,10533755,0
Velachery,1618,8,2.0,1.0,4,0,07-12-1958,458492,91698,11462310,15
KK Nagar,2340,129,4.0,2.0,6,2,29-10-1991,569721,284860,12948200,9
Karapakkam,1159,121,1.0,1.0,3,0,21-01-1962,295182,67646,6149625,12
Velachery,1775,43,2.0,1.0,4,2,30-06-1986,430232,165474,11031600,15
Chrompet,1008,30,1.0,1.0,3,0,15-06-1991,317826,152557,12713050,7
Velachery,1563,57,2.0,1.0,4,2,12-03-1998,563931,156647,15664740,15
KK Nagar,1723,35,2.0,1.0,4,2,05-08-2005,518214,247841,11265520,9
Velachery,1543,55,2.0,1.0,4,0,15-10-1959,425726,206413,12900790,15
Chrompet,1231,161,2.0,1.0,4,0,10-01-1978,287600,143800,10271420,7
T Nagar,1995,111,2.0,1.0,5,0,26-05-1981,396336,113239,14154840,13
KK Nagar,2113,28,3.0,2.0,5,0,30-10-1982,535058,304011,12160420,9
T Nagar,1849,93,2.0,1.0,5,2,18-06-1990,817115,375431,22084180,13
Chrompet,1095,144,1.0,1.0,3,2,21-03-1999,308554,139347,9953350,7
Karapakkam,1057,187,1.0,1.0,3,0,17-03-1965,307598,175770,8788500,12
Karapakkam,841,187,1.0,1.0,2,2,21-09-1984,194254,100260,6266250,12
Adyar,693,80,1.0,1.0,2,2,07-02-1977,268301,75675,6879510,0
Anna Nagar,1666,173,1.0,1.0,4,0,01-12-1988,383721,71948,11991280,4
T Nagar,1517,131,1.0,1.0,4,2,10-10-1967,653989,217996,19817860,13
Anna Nagar,1854,72,2.0,1.0,5,0,04-02-1965,553458,237196,19766360,4
Adyar,789,117,1.0,1.0,2,0,14-01-1971,315825,113373,8098070,0
Chrompet,760,24,1.0,1.0,2,2,03-07-2005,223398,41370,8274000,7
Chrompet,1137,29,1.0,1.0,3,0,25-04-1997,276289,53475,8912540,7
Anna Nagar,1687,6,1.0,1.0,4,2,20-11-2001,725563,196098,19609810,4
Karapakkam,984,183,1.0,1.0,3,2,03-10-1997,192267,48067,5340750,12
Karapakkam,1662,154,2.0,2.0,4,0,02-03-1996,628450,128255,12825500,12
Adyar,1065,75,1.0,1.0,3,0,23-06-1990,339978,69739,8717385,0
KK Nagar,1621,101,2.0,1.0,4,0,24-05-1980,446769,129067,9928200,9
Chrompet,703,60,1.0,1.0,2,2,31-01-1989,255188,57623,8231860,7
Chrompet,1221,62,2.0,1.0,4,0,16-11-1980,324498,167166,9833270,7
KK Nagar,1577,22,2.0,1.0,4,0,28-10-2000,517819,172606,13277420,9
Chrompet,989,193,1.0,1.0,3,2,03-04-2006,350260,74298,10613930,7
KK Nagar,1368,6,2.0,1.0,4,2,14-09-1982,453664,259236,10801520,9
KK Nagar,2365,128,4.0,2.0,6,2,31-03-1978,726866,149101,18637600,9
Anna Nagar,1525,119,1.0,1.0,4,0,20-02-1983,526998,245932,17566590,4
Adyar,1180,63,1.0,1.0,3,2,25-01-1993,347711,122169,9397585,0
Karapakkam,1122,58,1.0,1.0,3,0,16-07-1992,248013,82671,6889250,12
Anna Nagar,1775,152,1.0,1.0,4,2,07-11-1977,565848,331704,19512010,4
Anna Nagar,1877,47,2.0,1.0,5,0,22-11-1979,418064,156774,13064510,4
Chrompet,760,127,1.0,1.0,2,0,29-04-1990,209669,50321,8386750,7
KK Nagar,2297,51,4.0,2.0,6,0,21-01-1992,370230,231394,11569680,9
Karapakkam,787,43,1.0,1.0,2,2,10-03-2003,383443,117381,7825375,12
KK Nagar,2317,37,4.0,2.0,6,0,31-03-1983,462095,262554,10502160,9
Karapakkam,749,187,1.0,1.0,2,2,26-08-1975,232584,47574,5286000,12
Velachery,1616,188,2.0,1.0,4,0,05-04-1995,313415,195885,9794230,15
Adyar,1284,199,2.0,2.0,4,2,29-01-1987,336110,148284,9885575,0
Chrompet,756,176,1.0,1.0,2,2,17-02-1975,314343,104781,10478100,7
Chrompet,1238,132,2.0,1.0,4,0,26-09-1974,299069,65421,9345900,7
Chrompet,1236,41,2.0,1.0,4,2,28-11-1982,307364,111769,9314050,7
T Nagar,1664,108,1.0,1.0,4,0,23-02-1969,516824,119267,13251910,13
Anna Nagar,1537,37,1.0,1.0,4,0,28-11-1994,476629,293310,18331880,4
Velachery,1731,184,2.0,1.0,4,0,17-09-1961,539147,242616,13478680,15
Chrompet,929,39,1.0,1.0,3,2,06-03-2006,293944,35630,8907400,7
Chrompet,786,21,1.0,1.0,2,0,04-07-1988,212831,122787,8185800,7
Karapakkam,1370,178,2.0,2.0,4,2,02-10-1995,401511,146004,9125250,12
Karapakkam,1685,58,2.0,2.0,4,0,12-07-1971,290756,166146,6922750,12
T Nagar,1549,77,1.0,1.0,4,0,14-11-1978,461079,97069,12133650,13
Anna Nagar,1539,107,1.0,1.0,4,2,24-05-1996,709816,91002,18200410,4
Anna Nagar,1898,111,2.0,1.0,5,0,19-10-1965,337128,94396,13485130,4
Chrompet,918,131,1.0,1.0,3,2,31-12-2002,376402,70575,11762550,7
Chrompet,774,50,1.0,1.0,2,2,28-09-1973,227610,63731,9104380,7
Chrompet,1072,36,1.0,1.0,3,0,18-09-1971,370014,47744,11935950,7
Chrompet,1239,59,2.0,1.0,4,2,14-01-1986,282909,65287,10881130,7
KK Nagar,1362,96,2.0,1.0,4,0,30-10-1984,376549,230788,12146740,9
T Nagar,1785,128,1.0,1.0,4,2,11-03-1982,437999,169548,14128990,13
KK Nagar,2181,104,3.0,2.0,5,2,28-12-1978,354642,118214,11821400,9
KK Nagar,2033,99,3.0,2.0,5,2,30-03-1979,438509,162875,12528840,9
Adyar,952,167,1.0,1.0,3,0,09-01-1987,422082,158281,10552045,0
Chrompet,1066,176,1.0,1.0,3,0,24-02-1985,409401,62031,12406100,7
Chrompet,1153,58,1.0,1.0,3,2,16-03-1978,460074,230037,14377300,7
Velachery,1849,190,3.0,2.0,5,2,22-11-1996,322572,123336,9487400,15
Karapakkam,1095,190,1.0,1.0,3,2,26-08-1977,246263,65670,5472500,12
Adyar,1100,135,1.0,1.0,3,2,29-03-1976,369104,10253,10252895,0
Adyar,1300,72,2.0,2.0,4,0,11-03-1984,439572,65936,10989305,0
T Nagar,1806,12,2.0,1.0,5,0,18-09-1979,426177,153897,11838240,13
Anna Nagar,1897,167,2.0,1.0,5,0,28-05-1995,492338,164113,12624040,4
Chrompet,1121,158,1.0,1.0,3,0,20-03-1984,215489,132609,8288050,7
Adyar,985,50,1.0,1.0,3,0,25-10-1975,392828,71423,11903865,0
Velachery,1782,13,2.0,1.0,4,2,06-09-1985,308222,154111,10274050,15
Anna Nagar,1582,198,1.0,1.0,4,0,08-08-1985,434969,121791,17398770,4
Chrompet,1225,72,2.0,1.0,4,2,06-05-2001,300096,48403,9680500,7
KK Nagar,1727,25,2.0,1.0,4,2,17-08-1987,379362,118551,11855060,9
Velachery,1712,29,2.0,1.0,4,2,27-08-1986,618119,110944,15849210,15
Adyar,1089,82,1.0,1.0,3,2,24-10-1985,326257,85857,8585715,0
Velachery,1532,80,2.0,1.0,4,0,15-07-1958,423724,229040,11452010,15
KK Nagar,1301,103,1.0,1.0,3,2,19-07-1997,348318,232212,9675500,9
Adyar,812,180,1.0,1.0,3,0,04-10-1978,251434,50287,6285850,0
Chrompet,863,113,1.0,1.0,3,0,09-06-1973,242226,125020,7813750,7
Velachery,1686,78,2.0,1.0,4,2,26-04-1978,312940,100948,10094840,15
Karapakkam,1332,146,1.0,1.0,3,0,31-01-1975,449430,235951,11235750,12
Chrompet,969,184,1.0,1.0,3,2,02-11-1975,420241,149118,13556150,7
Adyar,1300,77,2.0,2.0,4,0,20-01-1975,333885,135359,9023925,0
Karapakkam,593,101,1.0,1.0,2,2,05-03-1998,175082,87541,4863375,12
Chrompet,809,56,1.0,1.0,3,0,13-03-1975,201847,110690,6511200,7
Karapakkam,1105,138,1.0,1.0,3,2,10-04-2004,345512,90134,7511125,12
Karapakkam,542,178,1.0,1.0,2,0,15-09-1974,126567,48216,3013500,12
Karapakkam,1608,10,2.0,2.0,4,0,17-02-1989,388238,138656,9243750,12
KK Nagar,2271,168,4.0,2.0,6,0,14-12-1998,644646,296189,17422860,9
KK Nagar,1915,31,3.0,2.0,5,0,17-12-2000,327268,198344,9917200,9
KK Nagar,2152,69,3.0,2.0,5,0,03-02-1980,707062,168348,16834800,9
Adyar,1068,167,1.0,1.0,3,0,30-07-1968,288302,7587,7586885,0
Velachery,1810,197,3.0,2.0,5,0,08-12-1955,347398,142522,8907630,15
Velachery,1939,149,3.0,2.0,5,2,09-05-1990,380773,199906,9519320,15
Anna Nagar,1905,6,2.0,1.0,5,0,15-01-1985,555981,123551,20591900,4
Chrompet,1057,33,1.0,1.0,3,2,18-02-1986,235229,121670,8111350,7
Velachery,1920,84,3.0,2.0,5,2,27-10-1970,576972,263759,16484920,15
T Nagar,1577,111,1.0,1.0,4,0,02-06-2003,383765,179890,11992650,13
Karapakkam,787,37,1.0,1.0,2,2,14-01-1996,210265,73593,5256625,12
T Nagar,1916,129,2.0,1.0,5,2,09-12-1978,500318,103007,14715230,13
KK Nagar,1527,107,2.0,1.0,4,2,09-10-1986,411516,119123,10829380,9
Chrompet,1248,77,2.0,1.0,4,0,12-07-1994,311904,97470,9747000,7
Velachery,1555,120,2.0,1.0,4,0,13-11-1963,306689,113913,8762530,15
KK Nagar,2323,101,4.0,2.0,6,0,30-03-1985,858938,315528,17529340,9
Chrompet,961,31,1.0,1.0,3,2,16-10-1988,229958,73586,9198300,7
Chrompet,849,22,1.0,1.0,3,0,24-08-2003,264701,79410,8823380,7
Velachery,1938,70,3.0,2.0,5,2,15-11-1979,474850,122542,15317750,15
Chrompet,1147,31,1.0,1.0,3,0,17-08-1973,335029,131981,10152390,7
Anna Nagar,1976,82,2.0,1.0,5,2,12-01-1994,662045,342437,22829130,4
Karapakkam,973,51,1.0,1.0,3,0,28-08-2004,295792,151335,6878875,12
KK Nagar,1472,106,2.0,1.0,4,2,05-05-2001,414251,276168,11506980,9
Anna Nagar,1689,48,1.0,1.0,4,0,16-01-1981,349824,148003,13454780,4
Karapakkam,1208,83,1.0,1.0,3,2,24-02-1998,433728,192768,12048000,12
Adyar,1268,185,2.0,2.0,4,0,27-08-1996,344625,150773,10769525,0
T Nagar,1640,26,1.0,1.0,4,0,11-08-1998,413713,82743,10342830,13
Adyar,635,186,1.0,1.0,2,2,19-07-1993,223890,72764,5597240,0
Velachery,1996,38,3.0,2.0,5,2,28-06-1984,361850,203541,11307820,15
KK Nagar,2404,28,4.0,2.0,6,0,17-07-1987,331219,220812,11040620,9
Velachery,1675,43,2.0,1.0,4,2,18-12-1959,488057,237433,13190720,15
Chrompet,797,183,1.0,1.0,2,0,01-12-1993,186183,78770,7160890,7
Karapakkam,1256,67,1.0,1.0,3,0,26-03-1992,259578,67716,5643000,12
T Nagar,1938,24,2.0,1.0,5,2,08-08-2006,820722,421452,22181670,13
Chrompet,757,99,1.0,1.0,2,2,30-03-1978,376718,159820,11415700,7
Karapakam,520,130,1.0,1.0,2,0,05-09-1977,193960,82433,4849000,11
Karapakkam,878,82,1.0,1.0,2,2,01-08-1987,436265,166196,10387250,12
Adyar,927,29,1.0,1.0,3,2,09-04-1991,326687,163344,10889570,0
Velachery,1751,18,2.0,1.0,4,2,21-07-1982,362551,165738,10358610,15
Chrompet,764,36,1.0,1.0,2,0,22-08-1982,237333,135619,8476180,7
Velachery,1674,2,2.0,1.0,4,0,01-12-1985,484627,248863,13098030,15
Velachery,1681,8,2.0,1.0,4,2,27-08-1993,415148,202252,10644830,15
Anna Nagar,1976,65,2.0,1.0,5,0,15-03-1978,751564,322099,21473270,4
Anna Nagar,1505,79,1.0,1.0,4,0,22-02-1987,240761,144456,9630420,4
Karapakkam,888,165,1.0,1.0,2,0,01-12-1990,244274,96424,6428250,12
Velachery,1680,24,2.0,1.0,4,2,23-12-2001,259637,59346,7418190,15
Karapakkam,631,62,1.0,1.0,2,2,24-10-1987,287909,65434,6543375,12
Chrompet,1227,151,2.0,1.0,4,2,10-02-2007,269684,53937,10787350,7
Karapakkam,1124,60,1.0,1.0,3,2,27-01-1971,320917,86100,7827250,12
Anna Nagar,1962,84,2.0,1.0,5,2,16-09-1977,740832,112247,22449450,4
Chrompet,1261,157,2.0,1.0,4,0,13-09-1997,320713,77749,9718570,7
Chrompet,1164,63,1.0,1.0,3,0,03-02-1968,331775,66355,13271000,7
KK Nagar,1313,169,1.0,1.0,3,2,17-05-2003,470726,188290,9414520,9
T Nagar,1723,24,1.0,1.0,4,2,13-06-1971,557470,238916,19909630,13
Adyar,1144,128,1.0,1.0,3,2,10-10-1970,537345,119410,14926255,0
Velachery,1740,83,2.0,1.0,4,2,06-06-1987,504099,252050,16803310,15
Chrompet,1163,3,1.0,1.0,3,2,15-03-1978,335090,104716,10471560,7
Chrompet,708,87,1.0,1.0,2,0,20-09-1996,240123,131680,7745900,7
Velachery,1855,50,3.0,2.0,5,0,24-07-1956,250920,121658,7603630,15
Karapakkam,563,87,1.0,1.0,2,0,16-03-1963,256176,149436,7116000,12
Anna Nagar,1768,74,1.0,1.0,4,2,23-12-1971,368481,250567,14739250,4
Karapakkam,943,191,1.0,1.0,3,2,11-10-2001,289800,133308,5796000,12
Chrompet,931,58,1.0,1.0,3,0,23-11-1972,233145,127854,7520800,7
Chrompet,1127,190,1.0,1.0,3,2,06-10-1974,291054,126123,9701800,7
KK Nagar,1629,113,2.0,1.0,4,0,20-04-1981,510947,127737,14192960,9
Anna Nagar,1656,56,1.0,1.0,4,2,30-08-1991,447611,283487,14920370,4
T Nagar,1676,127,1.0,1.0,4,2,07-01-2003,362910,207377,12961070,13
Chrompet,856,133,1.0,1.0,3,0,10-01-1979,253929,122869,8191250,7
Velachery,1663,1,2.0,1.0,4,2,24-07-1996,543322,132159,14684370,15
Anna Nagar,1905,182,2.0,1.0,5,2,30-06-1980,447194,65764,13152750,4
Karapakkam,861,195,1.0,1.0,2,2,03-09-2004,329825,173158,8245625,12
Chrompet,1183,105,1.0,1.0,3,2,13-02-1982,269562,96272,9627210,7
Karapakkam,1352,171,2.0,2.0,4,2,11-12-1968,415616,164059,10937250,12
Anna Nagar,1510,196,1.0,1.0,4,0,24-08-1972,406091,175607,10975430,4
Chrompet,987,163,1.0,1.0,3,2,24-11-1989,259049,29890,9963440,7
Karapakkam,1245,198,1.0,1.0,3,2,06-09-1995,234911,70473,7830375,12
Chrompet,1144,140,1.0,1.0,3,0,14-09-2000,216479,52254,7464800,7
Chrompet,790,28,1.0,1.0,2,0,04-08-1977,191691,102692,6846100,7
KK Nagar,1736,91,2.0,1.0,4,2,26-08-1986,472600,168786,11252380,9
Velachery,1950,149,3.0,2.0,5,2,18-04-1966,394317,168993,11266200,15
KK Nagar,2186,48,3.0,2.0,5,2,18-05-1993,762560,443349,17733960,9
Adyar,843,68,1.0,1.0,3,0,23-01-1986,291739,25006,8335390,0
Adyar,1022,129,1.0,1.0,3,0,31-12-1998,289160,108435,9036250,0
KK Nagar,2397,175,4.0,2.0,6,0,01-02-1987,400209,129479,11770840,9
Chrompet,1083,31,1.0,1.0,3,0,15-01-1974,247506,123753,9519460,7
Adyar,923,9,1.0,1.0,3,0,14-11-1977,269544,125787,8984810,0
Anna Nagar,1958,141,2.0,1.0,5,2,26-01-1986,659599,227448,22744800,4
Adyar,631,91,1.0,1.0,2,2,08-04-1989,301229,40707,8141330,0
Anna Nagar,1829,121,2.0,1.0,5,0,14-12-1972,495159,297095,19806350,4
KK Nagar,2228,7,4.0,2.0,6,0,28-11-1988,418840,167536,11966860,9
Anna Nagar,1969,102,2.0,1.0,5,2,06-06-1986,383569,138085,15342740,4
Chrompet,1128,100,1.0,1.0,3,0,11-08-1995,329528,49929,9985710,7
Adyar,922,40,1.0,1.0,3,0,08-05-1973,212608,19328,6442655,0
Chrompet,1141,178,1.0,1.0,3,2,04-03-1994,374863,166606,13883800,7
Velachery,1537,89,2.0,1.0,4,0,21-03-1997,307540,138889,9920630,15
Adyar,720,192,1.0,1.0,2,2,04-08-1985,457082,102843,11427045,0
KK Nagar,2175,27,3.0,2.0,5,0,17-06-2003,448045,94325,11790660,9
Adyar,1152,183,1.0,1.0,3,2,22-10-1998,247073,115301,8235750,0
KK Nagar,2278,54,4.0,2.0,6,2,10-04-1992,526165,263083,12527740,9
KK Nagar,2460,51,4.0,2.0,6,2,23-11-2002,698009,174502,19389140,9
Velachery,1940,34,3.0,2.0,5,2,06-11-1988,622914,177975,17797530,15
Karapakkam,693,38,1.0,1.0,2,0,30-03-1981,224646,46801,4680125,12
Chrompet,966,2,1.0,1.0,3,0,05-05-2009,223814,62668,8952550,7
Adyar,898,4,1.0,1.0,3,2,19-05-1999,327263,46752,9350380,0
Adyar,918,75,1.0,1.0,3,0,02-01-1975,355555,9877,9876540,0
Anna Nagar,1918,188,2.0,1.0,5,0,18-12-1996,588296,215708,19609850,4
